"id";"codigo_arancelario";"nivel";"c_n_code";"longitud_cn_code";"descripcion";"parent_id"
11695;"841370350010";5;"";0;-- Las demás, con tubería de impulsión de diámetro;11690
11696;"841370350080";6;"8413 70 35";10;--- Inferior o igual a 15 mm;11695
11697;"841370450010";6;"";0;--- Superior a 15 mm;11695
11698;"841370450080";7;"8413 70 45";10;---- De rodetes acanalados y de canal lateral;11697
11699;"841370510010";7;"";0;---- De rueda radial;11697
11700;"841370510020";8;"";0;----- Monocelulares;11699
11701;"841370510030";9;"";0;------ De flujo sencillo;11700
11702;"841370510080";10;"8413 70 51";10;------- Monobloques;11701
11703;"841370590080";10;"8413 70 59";10;------- Las demás;11701
11704;"841370650080";9;"8413 70 65";10;------ De flujo múltiple;11700
11705;"841370750080";8;"8413 70 75";10;----- Multicelulares;11699
11706;"841370810010";7;"";0;---- Las demás bombas centrífugas;11697
11707;"841370810080";8;"8413 70 81";10;----- Monocelulares;11706
11708;"841370890080";8;"8413 70 89";10;----- Multicelulares;11706
11709;"841381000010";4;"";0;"- Las demás bombas; elevadores de líquidos";11662
11710;"841381000080";5;"8413 81 00";10;-- Bombas;11709
11711;"841382000080";5;"8413 82 00";10;-- Elevadores de líquidos;11709
11712;"841391000010";4;"";0;- Partes;11662
11713;"841391000080";5;"8413 91 00";10;-- De bombas;11712
11714;"841392000080";5;"8413 92 00";10;-- De elevadores de líquidos;11712
11715;"841400000080";3;"8414";4;"Bombas de aire o de vacío, compresores de aire u otros gases y ventiladores; campanas aspirantes para extracción o reciclado, con ventilador incorporado, incluso con filtro; recintos de seguridad biológica herméticos a gases, incluso con filtro";11484
11716;"841410000080";4;"8414 10";7;- Bombas de vacío;11715
11717;"841410150080";5;"8414 10 15";10;-- De los tipos utilizados en la fabricación de semiconductores o, exclusiva o principalmente, en la fabricación de dispositivos de visualización de pantalla plana;11716
11718;"841410250010";5;"";0;-- Las demás;11716
11719;"841410250080";6;"8414 10 25";10;--- De pistón rotativo, de paletas, moleculares y bombas «Roots»;11718
11720;"841410810010";6;"";0;--- Las demás;11718
11721;"841410810080";7;"8414 10 81";10;---- De difusión, criostáticas y de absorción;11720
11722;"841410890080";7;"8414 10 89";10;---- Las demás;11720
11723;"841420000080";4;"8414 20";7;- Bombas de aire, de mano o pedal;11715
11724;"841420200080";5;"8414 20 20";10;-- Bombas de mano para bicicletas;11723
11725;"841420800080";5;"8414 20 80";10;-- Las demás;11723
11726;"841430000080";4;"8414 30";7;- Compresores de los tipos utilizados en los equipos frigoríficos;11715
11727;"841430200080";5;"8414 30 20";10;-- De potencia inferior o igual a 0,4 kW;11726
11728;"841430810010";5;"";0;-- De potencia superior a 0,4 kW;11726
11729;"841430810080";6;"8414 30 81";10;--- Herméticos o semiherméticos;11728
11730;"841430890080";6;"8414 30 89";10;--- Los demás;11728
11731;"841440000080";4;"8414 40";7;- Compresores de aire montados en chasis remolcable de ruedas;11715
11732;"841440100080";5;"8414 40 10";10;-- De un caudal por minuto inferior o igual a 2 m³;11731
11733;"841440900080";5;"8414 40 90";10;-- De un caudal por minuto superior a 2 m³;11731
11734;"841451000010";4;"";0;- Ventiladores;11715
11735;"841451000080";5;"8414 51 00";10;-- Ventiladores de mesa, suelo, pared, cielo raso, techo o ventana, con motor eléctrico incorporado de potencia inferior o igual a 125 W;11734
11736;"841459000080";5;"8414 59";7;-- Los demás;11734
11737;"841459150080";6;"8414 59 15";10;--- Ventiladores de los tipos utilizados, exclusiva o principalmente, para enfriar microprocesadores, aparatos de telecomunicación, o máquinas automáticas para tratamiento o procesamiento de datos y sus unidades;11736
11738;"841459250010";6;"";0;--- Los demás;11736
11739;"841459250080";7;"8414 59 25";10;---- Ventiladores axiales;11738
11740;"841459350080";7;"8414 59 35";10;---- Ventiladores centrífugos;11738
11741;"841459950080";7;"8414 59 95";10;---- Los demás;11738
11742;"841460000080";4;"8414 60 00";10;- Campanas aspirantes en las que el mayor lado horizontal sea inferior o igual a 120 cm;11715
11743;"841470000080";4;"";0;- Recintos de seguridad biológica herméticos a gases;11715
11744;"841480000080";4;"8414 80";7;- Los demás;11715
11745;"841480110010";5;"";0;-- Turbocompresores;11744
11746;"841480110080";6;"8414 80 11";10;--- Monocelulares;11745
11747;"841480190080";6;"8414 80 19";10;--- Multicelulares;11745
11748;"841480220010";5;"";0;-- Compresores volumétricos alternativos que puedan suministrar una sobrepresión;11744
11749;"841480220020";6;"";0;--- Inferior o igual a 15 bar, con un caudal por hora;11748
11750;"841480220080";7;"8414 80 22";10;---- Inferior o igual a 60 m³;11749
11751;"841480280080";7;"8414 80 28";10;---- Superior a 60 m³;11749
11752;"841480510010";6;"";0;--- Superior a 15 bar, con un caudal por hora;11748
11753;"841480510080";7;"8414 80 51";10;---- Inferior o igual a 120 m³;11752
11754;"841480590080";7;"8414 80 59";10;---- Superior a 120 m³;11752
11755;"841480730010";5;"";0;-- Compresores volumétricos rotativos;11744
11756;"841480730080";6;"8414 80 73";10;--- De un solo eje;11755
11757;"841480750010";6;"";0;--- De varios ejes;11755
11758;"841480750080";7;"8414 80 75";10;---- De tornillo;11757
11759;"841480780080";7;"8414 80 78";10;---- Los demás;11757
11760;"841480800080";5;"8414 80 80";10;-- Los demás;11744
11761;"841490000080";4;"8414 90 00";10;- Partes;11715
11762;"841500000080";3;"8415";4;Máquinas y aparatos para acondicionamiento de aire que comprenden un ventilador con motor y los dispositivos adecuados para modificar la temperatura y la humedad, aunque no regulen separadamente el grado higrométrico;11484
11763;"841510000080";4;"8415 10";7;- De los tipos diseñados para ser montados sobre una ventana, pared, techo o suelo, formando un solo cuerpo o del tipo sistema de elementos separados («split-system»);11762
11764;"841510100080";5;"8415 10 10";10;-- Formando un solo cuerpo;11763
11765;"841510900080";5;"8415 10 90";10;-- Del tipo sistema de elementos separados («split-system»);11763
11766;"841520000080";4;"8415 20 00";10;- De los tipos utilizados en vehículos automóviles para sus ocupantes;11762
11767;"841581000010";4;"";0;- Los demás;11762
11768;"841581000080";5;"8415 81 00";10;-- Con equipo de enfriamiento y válvula de inversión del ciclo térmico (bombas de calor reversibles);11767
11769;"841582000080";5;"8415 82 00";10;-- Los demás, con equipo de enfriamiento;11767
11770;"841583000080";5;"8415 83 00";10;-- Sin equipo de enfriamiento;11767
11771;"841590000080";4;"8415 90 00";10;- Partes;11762
11772;"841600000080";3;"8416";4;"Quemadores para la alimentación de hogares, de combustibles líquidos o sólidos pulverizados o de gases; alimentadores mecánicos de hogares, parrillas mecánicas, descargadores mecánicos de cenizas y demás dispositivos mecánicos auxiliares empleados en hogares";11484
11773;"841610000080";4;"8416 10";7;- Quemadores de combustibles líquidos;11772
11774;"841610100080";5;"8416 10 10";10;-- Con dispositivo automático de control, montado;11773
11775;"841610900080";5;"8416 10 90";10;-- Los demás;11773
11776;"841620000080";4;"8416 20";7;- Los demás quemadores, incluidos los mixtos;11772
11777;"841620100080";5;"8416 20 10";10;-- De gas exclusivamente, monobloques, con ventilador incorporado y dispositivo de control;11776
11778;"841620200010";5;"";0;-- Los demás;11776
11779;"841620200080";6;"8416 20 20";10;--- Quemadores mixtos;11778
11780;"841620800080";6;"8416 20 80";10;--- Los demás;11778
11781;"841630000080";4;"8416 30 00";10;- Alimentadores mecánicos de hogares, parrillas mecánicas, descargadores mecánicos de cenizas y demás dispositivos mecánicos auxiliares empleados en hogares;11772
11782;"841690000080";4;"8416 90 00";10;- Partes;11772
11783;"841700000080";3;"8417";4;Hornos industriales o de laboratorio, incluidos los incineradores, que no sean eléctricos;11484
11784;"841710000080";4;"8417 10 00";10;- Hornos para tostación, fusión u otros tratamientos térmicos de los minerales metalíferos (incluidas las piritas) o de los metales;11783
11785;"841720000080";4;"8417 20";7;- Hornos de panadería, pastelería o galletería;11783
11786;"841720100080";5;"8417 20 10";10;-- Hornos de túnel;11785
11787;"841720900080";5;"8417 20 90";10;-- Los demás;11785
11788;"841780000080";4;"8417 80";7;- Los demás;11783
11789;"841780300080";5;"8417 80 30";10;-- Hornos para la cocción de productos cerámicos;11788
11790;"841780500080";5;"8417 80 50";10;-- Hornos para la cocción de cemento, vidrio o productos químicos;11788
11791;"841780700080";5;"8417 80 70";10;-- Los demás;11788
11792;"841790000080";4;"8417 90 00";10;- Partes;11783
11793;"841800000080";3;"8418";4;"Refrigeradores, congeladores y demás material, máquinas y aparatos para producción de frío, aunque no sean eléctricos; bombas de calor (excepto las máquinas y aparatos para acondicionamiento de aire de la partida 8415)";11484
11794;"841810000080";4;"8418 10";7;- Combinaciones de refrigerador y congelador con puertas o cajones exteriores separados, o de combinaciones de estos elementos;11793
11795;"841810200080";5;"8418 10 20";10;-- De capacidad superior a 340 l;11794
11796;"841810800080";5;"8418 10 80";10;-- Los demás;11794
11797;"841821000010";4;"";0;- Refrigeradores domésticos;11793
11798;"841821000080";5;"8418 21";7;-- De compresión;11797
11799;"841821100080";6;"8418 21 10";10;--- De capacidad superior a 340 l;11798
11800;"841821510010";6;"";0;--- Los demás;11798
11801;"841821510080";7;"8418 21 51";10;---- Modelos de mesa;11800
11802;"841821590080";7;"8418 21 59";10;---- De empotrar;11800
11803;"841821910010";7;"";0;---- Los demás, de capacidad;11800
11804;"841821910080";8;"8418 21 91";10;----- Inferior o igual a 250 l;11803
11805;"841821990080";8;"8418 21 99";10;----- Superior a 250 l pero inferior o igual a 340 l;11803
11806;"841829000080";5;"8418 29 00";10;-- Los demás;11797
11807;"841830000080";4;"8418 30";7;- Congeladores horizontales del tipo arcón (cofre), de capacidad inferior o igual a 800 l;11793
11808;"841830200080";5;"8418 30 20";10;-- De capacidad inferior o igual a 400 l;11807
11809;"841830800080";5;"8418 30 80";10;-- De capacidad superior a 400 l pero inferior o igual a 800 l;11807
11810;"841840000080";4;"8418 40";7;- Congeladores verticales del tipo armario, de capacidad inferior o igual a 900 l;11793
11811;"841840200080";5;"8418 40 20";10;-- De capacidad inferior o igual a 250 l;11810
11812;"841840800080";5;"8418 40 80";10;-- De capacidad superior a 250 l pero inferior o igual a 900 l;11810
11813;"841850000080";4;"8418 50";7;- Los demás muebles [armarios, arcones (cofres), vitrinas, mostradores y similares] para la conservación y exposición de los productos, que incorporen un equipo para producción de frío;11793
11814;"841850110010";5;"";0;-- Muebles vitrina y muebles mostrador frigorífico (con grupo frigorífico o evaporador incorporado);11813
11815;"841850110080";6;"8418 50 11";10;--- Para productos congelados;11814
11816;"841850190080";6;"8418 50 19";10;--- Los demás;11814
11817;"841850900080";5;"8418 50 90";10;-- Los demás muebles frigoríficos;11813
11818;"841861000010";4;"";0;"- Los demás materiales, máquinas y aparatos para producción de frío; bombas de calor";11793
11819;"841861000080";5;"8418 61 00";10;-- Bombas de calor, excepto las máquinas y aparatos para acondicionamiento de aire de la partida 8415;11818
11820;"841869000080";5;"8418 69 00";10;-- Los demás;11818
11821;"841891000010";4;"";0;- Partes;11793
11822;"841891000080";5;"8418 91 00";10;-- Muebles diseñados para incorporarles un equipo para producción de frío;11821
11823;"841899000080";5;"8418 99";7;-- Las demás;11821
11824;"841899100080";6;"8418 99 10";10;--- Evaporadores y condensadores (excepto los de aparatos para uso doméstico);11823
11825;"841899900080";6;"8418 99 90";10;--- Las demás;11823
11826;"841900000080";3;"8419";4;"Aparatos, dispositivos o equipos de laboratorio, aunque se calienten eléctricamente (excepto los hornos y demás aparatos de la partida 8514), para el tratamiento de materias mediante operaciones que impliquen un cambio de temperatura, tales como calentamiento, cocción, torrefacción, destilación, rectificación, esterilización, pasteurización, baño de vapor de agua, secado, evaporación, vaporización, condensación o enfriamiento (excepto los aparatos domésticos); calentadores de agua de calentamiento instantáneo o de acumulación (excepto los eléctricos)";11484
11827;"841911000010";4;"";0;- Calentadores de agua de calentamiento instantáneo o de acumulación (excepto los eléctricos);11826
11828;"841911000080";5;"8419 11 00";10;-- De calentamiento instantáneo, de gas;11827
11829;"841912000080";5;"8419 12 00";10;-- Calentadores solares de agua;11827
11830;"841919000080";5;"8419 19 00";10;-- Los demás;11827
11831;"841920000080";4;"8419 20 00";10;- Esterilizadores médicos, quirúrgicos o de laboratorio;11826
11832;"841933000010";4;"";0;- Secadores;11826
11833;"841933000080";5;"8419 33 00";10;-- Aparatos de liofilización, de criodesecación y secadores de pulverización;11832
11834;"841934000080";5;"8419 34 00";10;-- Los demás, para productos agrícolas;11832
11835;"841935000080";5;"8419 35 00";10;-- Los demás, para madera, pasta para papel, papel o cartón;11832
11836;"841939000080";5;"8419 39 00";10;-- Los demás;11832
11837;"841940000080";4;"8419 40 00";10;- Aparatos de destilación o rectificación;11826
11838;"841950000080";4;"8419 50";7;- Intercambiadores de calor;11826
11839;"841950200080";5;"8419 50 20";10;-- Intercambiadores de calor fabricados con polímeros fluorados, con orificios para los tubos de entrada y de salida de un diámetro interior inferior o igual a 3 cm;11838
11840;"841950800080";5;"8419 50 80";10;-- Los demás;11838
11841;"841960000080";4;"8419 60 00";10;- Aparatos y dispositivos para licuefacción de aire u otros gases;11826
11842;"841981000010";4;"";0;- Los demás aparatos y dispositivos;11826
11843;"841981000080";5;"8419 81";7;-- Para la preparación de bebidas calientes o la cocción o calentamiento de alimentos;11842
11844;"841981200080";6;"8419 81 20";10;--- Cafeteras y demás aparatos para la preparación de café y de otras bebidas calientes;11843
11845;"841981800080";6;"8419 81 80";10;--- Los demás;11843
11846;"841989000080";5;"8419 89";7;-- Los demás;11842
11847;"841989100080";6;"8419 89 10";10;--- Aparatos y dispositivos de enfriamiento por retorno de agua, en los que el intercambio térmico no se realice a través de una pared;11846
11848;"841989300080";6;"8419 89 30";10;--- Aparatos y dispositivos para el metalizado al vacío;11846
11849;"841989980080";6;"8419 89 98";10;--- Los demás;11846
11850;"841990000080";4;"8419 90";7;- Partes;11826
11851;"841990150080";5;"8419 90 15";10;-- De esterilizadores de la subpartida 84192000;11850
11852;"841990850080";5;"8419 90 85";10;-- Las demás;11850
11853;"842000000080";3;"8420";4;Calandrias y laminadores (excepto para metal o vidrio), y cilindros para estas máquinas;11484
11854;"842010000080";4;"8420 10";7;- Calandrias y laminadores;11853
11855;"842010100080";5;"8420 10 10";10;-- De los tipos utilizados en la industria textil;11854
11856;"842010300080";5;"8420 10 30";10;-- De los tipos utilizados en la industria del papel;11854
11857;"842010810010";5;"";0;-- Los demás;11854
11858;"842010810080";6;"8420 10 81";10;--- Laminadores de rodillos de los tipos utilizados, exclusiva o principalmente, en la fabricación de sustratos de circuitos impresos o circuitos impresos;11857
11859;"842010890080";6;"8420 10 89";10;--- Los demás;11857
11860;"842091000010";4;"";0;- Partes;11853
11861;"842091000080";5;"8420 91";7;-- Cilindros;11860
11862;"842091100080";6;"8420 91 10";10;--- De fundición;11861
11863;"842091800080";6;"8420 91 80";10;--- Los demás;11861
11864;"842099000080";5;"8420 99 00";10;-- Las demás;11860
11865;"842100000080";3;"8421";4;"Centrifugadoras, incluidas las secadoras centrífugas; aparatos para filtrar o depurar líquidos o gases";11484
11866;"842111000010";4;"";0;- Centrifugadoras, incluidas las secadoras centrífugas;11865
11867;"842111000080";5;"8421 11 00";10;-- Desnatadoras (descremadoras);11866
11868;"842112000080";5;"8421 12 00";10;-- Secadoras de ropa;11866
11869;"842119000080";5;"8421 19";7;-- Las demás;11866
11870;"842119200080";6;"8421 19 20";10;--- Centrifugadoras del tipo de las utilizadas en los laboratorios;11869
11871;"842119700080";6;"8421 19 70";10;--- Las demás;11869
11872;"842121000010";4;"";0;- Aparatos para filtrar o depurar líquidos;11865
11873;"842121000080";5;"8421 21 00";10;-- Para filtrar o depurar agua;11872
11874;"842122000080";5;"8421 22 00";10;-- Para filtrar o depurar las demás bebidas;11872
11875;"842123000080";5;"8421 23 00";10;-- Para filtrar lubricantes o carburantes en los motores de encendido por chispa o compresión;11872
11876;"842129000080";5;"8421 29";7;-- Los demás;11872
11877;"842129200080";6;"8421 29 20";10;--- Fabricados con polímeros fluorados y dotados de una membrana para filtrar o depurar de espesor inferior o igual a 140 micras;11876
11878;"842129800080";6;"8421 29 80";10;--- Los demás;11876
11879;"842131000010";4;"";0;- Aparatos para filtrar o depurar gases;11865
11880;"842131000080";5;"8421 31 00";10;-- Filtros de entrada de aire para motores de encendido por chispa o compresión;11879
11881;"842132000080";5;"8421 32 00";10;-- Convertidores catalíticos y filtros de partículas, incluso combinados, para purificar o filtrar gases de escape de motores de encendido por chispa o compresión;11879
11882;"842139000080";5;"8421 39";7;-- Los demás;11879
11883;"842139150080";6;"8421 39 15";10;--- Con carcasa de acero inoxidable y orificios para los tubos de entrada y de salida de un diámetro interior inferior o igual a 1,3 cm;11882
11884;"842139250010";6;"";0;--- Los demás;11882
11885;"842139250080";7;"8421 39 25";10;---- Aparatos para filtrar o depurar aire;11884
11886;"842139350010";7;"";0;---- Aparatos para filtrar o depurar otros gases;11884
11887;"842139350080";8;"8421 39 35";10;----- Por procedimiento catalítico;11886
11888;"842139850080";8;"8421 39 85";10;----- Los demás;11886
11889;"842191000010";4;"";0;- Partes;11865
11890;"842191000080";5;"8421 91 00";10;-- De centrifugadoras, incluidas las de secadoras centrífugas;11889
11891;"842199000080";5;"8421 99";7;-- Las demás;11889
11892;"842199100080";6;"8421 99 10";10;--- Partes de maquinaria y aparatos de las  subpartidas 84212920 o 84213915;11891
11893;"842199900080";6;"8421 99 90";10;--- Las demás;11891
11894;"842200000080";3;"8422";4;"Máquinas para lavar vajilla; máquinas y aparatos para limpiar o secar botellas o demás recipientes; máquinas y aparatos para llenar, cerrar, tapar, taponar o etiquetar botellas, botes o latas, cajas, sacos (bolsas) o demás continentes; máquinas y aparatos de capsular botellas, tarros, tubos y continentes análogos; las demás máquinas y aparatos para empaquetar o envolver mercancías (incluidas las de envolver con película termorretráctil); máquinas y aparatos para gasear bebidas";11484
11895;"842211000010";4;"";0;- Máquinas para lavar vajilla;11894
11896;"842211000080";5;"8422 11 00";10;-- De tipo doméstico;11895
11897;"842219000080";5;"8422 19 00";10;-- Las demás;11895
11898;"842220000080";4;"8422 20 00";10;- Máquinas y aparatos para limpiar o secar botellas o demás recipientes;11894
11899;"842230000080";4;"8422 30 00";10;"- Máquinas y aparatos para llenar, cerrar, tapar, taponar o etiquetar botellas, botes o latas, cajas, sacos (bolsas) o demás continentes; máquinas y aparatos de capsular botellas, tarros, tubos y continentes análogos; máquinas y aparatos para gasear bebidas";11894
11900;"842240000080";4;"8422 40 00";10;- Las demás máquinas y aparatos para empaquetar o envolver mercancías (incluidas las de envolver con película termorretráctil);11894
11901;"842290000080";4;"8422 90";7;- Partes;11894
11902;"842290100080";5;"8422 90 10";10;-- De máquinas para lavar vajilla;11901
11903;"842290900080";5;"8422 90 90";10;-- Las demás;11901
11904;"842300000080";3;"8423";4;"Aparatos e instrumentos de pesar, incluidas las básculas y balanzas para comprobar o contar piezas fabricadas (excepto las balanzas sensibles a un peso inferior o igual a 5 cg); pesas para toda clase de básculas o balanzas";11484
11905;"842310000080";4;"8423 10";7;"- Para pesar personas, incluidos los pesabebés; balanzas domésticas";11904
11906;"842310100080";5;"8423 10 10";10;-- Balanzas domésticas;11905
11907;"842310900080";5;"8423 10 90";10;-- Las demás;11905
11908;"842320000080";4;"8423 20";7;- Básculas y balanzas para pesada continua sobre transportador;11904
11909;"842320100080";5;"8423 20 10";10;-- Que determinen el peso por medios electrónicos;11908
11910;"842320900080";5;"8423 20 90";10;-- Las demás;11908
11911;"842330000080";4;"8423 30";7;- Básculas y balanzas para pesada constante, incluidas las de descargar pesos determinados en sacos (bolsas) u otros recipientes, así como las dosificadoras de tolva;11904
11912;"842330100080";5;"8423 30 10";10;-- Que determinen el peso por medios electrónicos;11911
11913;"842330900080";5;"8423 30 90";10;-- Las demás;11911
11914;"842381000010";4;"";0;- Los demás instrumentos y aparatos de pesar;11904
11915;"842381000080";5;"8423 81";7;-- Con capacidad inferior o igual a 30 kg;11914
11916;"842381210010";6;"";0;--- Que determinen el peso por medios electrónicos;11915
11917;"842381210080";7;"8423 81 21";10;---- Instrumentos de control por referencia a un peso predeterminado, de funcionamiento automático, incluidas las clasificadoras ponderales;11916
11918;"842381230080";7;"8423 81 23";10;---- Instrumentos y aparatos de pesar y etiquetar productos preenvasados;11916
11919;"842381250080";7;"8423 81 25";10;---- Balanzas de tienda;11916
11920;"842381290080";7;"8423 81 29";10;---- Los demás;11916
11921;"842381800080";6;"8423 81 80";10;--- Los demás;11915
11922;"842382000080";5;"8423 82";7;-- Con capacidad superior a 30 kg pero inferior o igual a 5000 kg;11914
12116;"843359000080";5;"8433 59";7;-- Los demás;12109
11923;"842382200080";6;"8423 82 20";10;--- Que determinen el peso por medios electrónicos, excepto las máquinas para pesar vehículos automóviles;11922
11924;"842382810010";6;"";0;--- Los demás;11922
11925;"842382810080";7;"8423 82 81";10;---- Instrumentos de control por referencia a un peso determinado, de funcionamiento automático, incluidas las clasificadoras ponderales;11924
11926;"842382890080";7;"8423 82 89";10;---- Los demás;11924
11927;"842389000080";5;"8423 89";7;-- Los demás;11914
11928;"842389200080";6;"8423 89 20";10;--- Que determinen el peso por medios electrónicos;11927
11929;"842389800080";6;"8423 89 80";10;--- Los demás;11927
11930;"842390000080";4;"8423 90";7;"- Pesas para toda clase de básculas o balanzas; partes de aparatos o instrumentos de pesar";11904
11931;"842390100080";5;"8423 90 10";10;-- Partes de aparatos o instrumentos de pesar de las subpartidas 84232010, 84233010, 84238121, 84238123, 84238125, 84238129, 84238220 o 84238920;11930
11932;"842390900080";5;"8423 90 90";10;-- Los demás;11930
11933;"842400000080";3;"8424";4;"Aparatos mecánicos, incluso manuales, para proyectar, dispersar o pulverizar materias líquidas o en polvo; extintores, incluso cargados; pistolas aerográficas y aparatos similares; máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro similares";11484
11934;"842410000080";4;"8424 10 00";10;- Extintores, incluso cargados;11933
11935;"842420000080";4;"8424 20 00";10;- Pistolas aerográficas y aparatos similares;11933
11936;"842430000080";4;"8424 30";7;- Máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro similares;11933
11937;"842430010010";5;"";0;-- Aparatos para limpieza con agua, con motor incorporado;11936
11938;"842430010080";6;"8424 30 01";10;--- Con dispositivos de calentamiento;11937
11939;"842430080080";6;"8424 30 08";10;--- Los demás;11937
11940;"842430100010";5;"";0;-- Las demás máquinas y aparatos;11936
11941;"842430100080";6;"8424 30 10";10;--- De aire comprimido;11940
11942;"842430900080";6;"8424 30 90";10;--- Los demás;11940
11943;"842441000010";4;"";0;- Pulverizadores para agricultura u horticultura;11933
11944;"842441000080";5;"8424 41 00";10;-- Pulverizadores portátiles;11943
11945;"842449000080";5;"8424 49";7;-- Los demás;11943
11946;"842449100080";6;"8424 49 10";10;--- Pulverizadores y espolvoreadores concebidos para que los lleve o arrastre un tractor;11945
11947;"842449900080";6;"8424 49 90";10;--- Los demás;11945
11948;"842482000010";4;"";0;- Los demás aparatos;11933
11949;"842482000080";5;"8424 82";7;-- Para agricultura u horticultura;11948
11950;"842482100080";6;"8424 82 10";10;--- Aparatos de riego;11949
11951;"842482900080";6;"8424 82 90";10;--- Los demás;11949
11952;"842489000080";5;"8424 89";7;-- Los demás;11948
11953;"842489400080";6;"8424 89 40";10;--- Aparatos mecánicos para proyectar, dispersar o pulverizar de los tipos utilizados, exclusiva o principalmente, para la fabricación de circuitos impresos o estructuras de circuitos impresos;11952
11954;"842489700080";6;"8424 89 70";10;--- Los demás;11952
11955;"842490000080";4;"8424 90";7;- Partes;11933
11956;"842490200080";5;"8424 90 20";10;-- De aparatos mecánicos de la subpartida 84248940;11955
11957;"842490800080";5;"8424 90 80";10;-- Los demás;11955
11958;"842500000080";3;"8425";4;"Polipastos; tornos y cabrestantes; gatos";11484
11959;"842511000010";4;"";0;- Polipastos;11958
11960;"842511000080";5;"8425 11 00";10;-- Con motor eléctrico;11959
11961;"842519000080";5;"8425 19 00";10;-- Los demás;11959
11962;"842531000010";4;"";0;"- Tornos; cabrestantes";11958
11963;"842531000080";5;"8425 31 00";10;-- Con motor eléctrico;11962
11964;"842539000080";5;"8425 39 00";10;-- Los demás;11962
11965;"842541000010";4;"";0;- Gatos;11958
11966;"842541000080";5;"8425 41 00";10;-- Elevadores fijos para vehículos, de los tipos utilizados en talleres;11965
11967;"842542000080";5;"8425 42 00";10;-- Los demás gatos hidráulicos;11965
11968;"842549000080";5;"8425 49 00";10;-- Los demás;11965
11969;"842600000080";3;"8426";4;"Grúas y aparatos de elevación sobre cable aéreo; puentes rodantes, pórticos de descarga o manipulación, puentes grúa, carretillas puente y carretillas grúa";11484
11970;"842611000010";4;"";0;- Puentes (incluidas las vigas) rodantes, pórticos puentes grúa y carretillas puente;11969
11971;"842611000080";5;"8426 11 00";10;-- Puentes (incluidas las vigas) rodantes, sobre soporte fijo;11970
11972;"842612000080";5;"8426 12 00";10;-- Pórticos móviles sobre neumáticos y carretillas puente;11970
11973;"842619000080";5;"8426 19 00";10;-- Los demás;11970
11974;"842620000080";4;"8426 20 00";10;- Grúas de torre;11969
11975;"842630000080";4;"8426 30 00";10;- Grúas de pórtico;11969
11976;"842641000010";4;"";0;- Las demás máquinas y aparatos, autopropulsados;11969
11977;"842641000080";5;"8426 41 00";10;-- Sobre neumáticos;11976
11978;"842649000080";5;"8426 49 00";10;-- Los demás;11976
11979;"842691000010";4;"";0;- Las demás máquinas y aparatos;11969
11980;"842691000080";5;"8426 91";7;-- Diseñados para montarlos sobre vehículos de carretera;11979
11981;"842691100080";6;"8426 91 10";10;--- Grúas hidráulicas para la carga o descarga del vehículo;11980
11982;"842691900080";6;"8426 91 90";10;--- Los demás;11980
11983;"842699000080";5;"8426 99 00";10;-- Los demás;11979
11984;"842700000080";3;"8427";4;"Carretillas apiladoras; las demás carretillas de manipulación con dispositivo de elevación incorporado";11484
11985;"842710000080";4;"8427 10";7;- Carretillas autopropulsadas con motor eléctrico;11984
11986;"842710100080";5;"8427 10 10";10;-- Que eleven a una altura superior o igual a 1 m;11985
11987;"842710900080";5;"8427 10 90";10;-- Las demás;11985
11988;"842720000080";4;"8427 20";7;- Las demás carretillas autopropulsadas;11984
11989;"842720110010";5;"";0;-- Que eleven a una altura superior o igual a 1 m;11988
11990;"842720110080";6;"8427 20 11";10;--- Carretillas elevadoras todo terreno;11989
11991;"842720190080";6;"8427 20 19";10;--- Las demás;11989
11992;"842720900080";5;"8427 20 90";10;-- Las demás;11988
11993;"842790000080";4;"8427 90 00";10;- Las demás carretillas;11984
11994;"842800000080";3;"8428";4;Las demás máquinas y aparatos de elevación, carga, descarga o manipulación (por ejemplo: ascensores, escaleras mecánicas, transportadores, teleféricos);11484
11995;"842810000080";4;"8428 10";7;- Ascensores y montacargas;11994
11996;"842810200080";5;"8428 10 20";10;-- Eléctricos;11995
11997;"842810800080";5;"8428 10 80";10;-- Los demás;11995
11998;"842820000080";4;"8428 20";7;- Aparatos elevadores o transportadores, neumáticos;11994
11999;"842820200080";5;"8428 20 20";10;-- Para productos a granel;11998
12000;"842820800080";5;"8428 20 80";10;-- Los demás;11998
12001;"842831000010";4;"";0;- Los demás aparatos elevadores o transportadores, de acción continua, para mercancías;11994
12002;"842831000080";5;"8428 31 00";10;-- Especialmente diseñados para el interior de minas u otros trabajos subterráneos;12001
12003;"842832000080";5;"8428 32 00";10;-- Los demás, de cangilones;12001
12004;"842833000080";5;"8428 33 00";10;-- Los demás, de banda o correa;12001
12005;"842839000080";5;"8428 39";7;-- Los demás;12001
12006;"842839200080";6;"8428 39 20";10;--- Transportadores de rodillos o cilindros;12005
12007;"842839900080";6;"8428 39 90";10;--- Los demás;12005
12008;"842840000080";4;"8428 40 00";10;- Escaleras mecánicas y pasillos móviles;11994
12009;"842860000080";4;"8428 60 00";10;"- Teleféricos (incluidos las telesillas y los telesquís); mecanismos de tracción para funiculares";11994
